y_true,score
0,0.0023639088
0,0.0014185173
0,0.00075752643
0,0.005180209
0,0.010509953
0,0.0031300546
0,0.0010240697
0,0.0005111529
0,0.004354912
0,0.002086379
0,0.04131603
0,0.0015443144
0,0.019355835
0,0.0027079363
0,0.01570483
0,0.0070179934
0,0.0012101152
0,0.001316623
0,0.0008371262
0,0.0013203777
0,0.0012067195
0,0.0048207277
0,0.002512129
0,0.0029075157
0,0.11238716
0,0.0016902995
0,0.03390414
0,0.0015359985
0,0.0019951332
0,0.00078016415
0,0.00088940386
0,0.0010620499
0,0.003680729
0,0.002045357
0,0.0011846625
0,0.0033580621
0,0.0012348349
0,0.0012550929
0,0.0013262016
0,0.0025268025
0,0.007839516
0,0.0036071008
0,0.0022670017
0,0.0019488707
0,0.0017678492
0,0.0012435858
0,0.00081516756
0,0.0019182374
0,0.0027262464
0,0.0016073441
0,0.021441042
0,0.0012066679
0,0.0020249295
0,0.0018060611
0,0.0031978078
0,0.00041597467
0,0.002023109
0,0.0008203322
0,0.032757483
0,0.0010590985
0,0.0025953217
0,0.002182808
0,0.0052792677
0,0.0004952156
0,0.0033681088
0,0.0028423634
0,0.0007072159
0,0.0025141132
0,0.0035743196
0,0.0022875094
0,0.0013277465
0,0.0023543707
0,0.00047159835
0,0.017069709
0,0.0010202418
0,0.0013005697
0,0.0011105462
0,0.0013355693
0,0.0026447729
0,0.002518526
0,0.0016187964
0,0.004663721
0,0.0011645694
0,0.0011321655
0,0.002123455
0,0.0032117101
0,0.02438964
0,0.0060889157
0,0.0022359225
0,0.008489207
0,0.00051682646
0,0.0012037933
0,0.001201104
0,0.0026042168
0,0.0048078336
0,0.0015064462
0,0.0013043302
0,0.015466124
0,0.0030953225
0,0.0013614673
0,0.063845575
0,0.001674416
0,0.002431616
0,0.006973731
0,0.00072669314
0,0.0018590179
0,0.0010100877
0,0.48779213
0,0.0014372659
0,0.0023327088
0,0.0013186033
0,0.06675426
0,0.0016433006
0,0.0012663546
0,0.023445504
0,0.0018217225
0,0.012536275
0,0.0036390887
0,0.030224802
0,0.0077276113
0,0.0024970295
0,0.029375562
0,0.014114416
0,0.012725511
0,0.077521
0,0.004662902
0,0.008397875
0,0.0007927797
0,0.01618703
0,0.0062075197
0,0.003834605
0,0.010224673
0,0.0010455856
0,0.017800571
0,0.004218329
0,0.06637621
0,0.0020006504
0,0.0012877635
0,0.038766827
0,0.0014191814
0,0.006107008
0,0.002025637
0,0.0056386245
0,0.009039797
0,0.003129198
0,0.003051448
0,0.0051332903
0,0.020373473
0,0.010904874
0,0.002881026
0,0.0020271644
0,0.0010398667
0,0.0011902744
0,0.011390925
0,0.0011867598
0,0.018124806
0,0.0023411044
0,0.010410003
0,0.0040615145
0,0.027967488
0,0.017319659
0,0.012222229
0,0.0009992565
0,0.00155727
0,0.00390704
0,0.05915287
0,0.06976478
0,0.0010550171
0,0.0026960147
0,0.0016518311
0,0.015032359
0,0.0050257067
0,0.0013362454
0,0.003511525
0,0.07221574
0,0.018834848
0,0.0011937694
0,0.0050504217
0,0.0020504156
0,0.002141383
0,0.0014279921
0,0.048160974
0,0.0057807784
0,0.004994155
0,0.006063781
0,0.009332544
0,0.0049060737
0,0.0014895968
0,0.0048225215
0,0.020414952
0,0.00046376366
0,0.0051767183
0,0.01195337
0,0.029543541
0,0.0019572135
0,0.007022687
0,0.10991179
0,0.05061597
0,0.007903245
0,0.0010856413
0,0.015640242
0,0.004535602
0,0.007411498
0,0.001498261
0,0.016875977
0,0.0016017556
0,0.097189926
0,0.0022085863
0,0.005707114
0,0.0030291826
0,0.0009135873
0,0.0049491012
0,0.0067293793
0,0.019611143
0,0.001311669
0,0.0064224196
0,0.005479981
0,0.013455098
0,0.0010780159
0,0.010793035
0,0.006646639
0,0.0021872658
0,0.006830583
0,0.124791406
0,0.00094484544
0,0.0007569326
0,0.0017475021
0,0.0063772467
0,0.0193499
0,0.07192726
0,0.0013110277
0,0.0014966433
0,0.015948154
0,0.04075524
0,0.007722348
0,0.003889633
0,0.11160151
0,0.045364134
0,0.0051272083
0,0.046475906
0,0.0014845837
0,0.0021294227
0,0.0017345133
0,0.0028855253
0,0.0018880679
0,0.012130793
0,0.0012182455
0,0.000970717
0,0.0034187539
0,0.033771638
0,0.0070739123
0,0.005859661
0,0.0035626716
0,0.023062933
0,0.0056356043
0,0.2165158
0,0.004198221
0,0.046592206
0,0.0013602419
0,0.001706606
0,0.0015145456
0,0.013900026
0,0.0052545452
0,0.35887584
0,0.003146721
0,0.0017597625
0,0.042122483
0,0.01229346
0,0.0007311253
0,0.0022407179
0,0.0041825916
0,0.0026253734
0,0.0010902165
0,0.0056242268
0,0.00344594
0,0.0042254757
0,0.0057040546
0,0.009530423
0,0.0058469106
0,0.06976014
0,0.010618367
0,0.004609594
0,0.009760454
0,0.00081592676
0,0.002119855
0,0.005619895
0,0.040212944
0,0.0043512955
0,0.0046893368
0,0.000932632
